,Unnamed: 0,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
8862,8893,0,1,22,1,2,2510,3,1,2,1,3,3,3,3,2,3,3,3,3,3,250,271.0,0
2606,2617,0,1,68,1,2,1368,1,1,1,1,4,2,3,4,4,4,4,3,4,5,0,0.0,1
695,697,0,1,23,0,0,289,1,2,1,4,2,1,2,2,3,4,4,2,4,2,45,43.0,0
6136,6156,1,1,55,1,2,1621,2,2,2,2,2,4,4,5,5,5,5,4,5,4,1,24.0,1
3743,3756,0,1,47,1,1,325,2,3,3,3,2,2,2,2,4,1,2,3,2,2,19,2.0,0
575,576,0,0,39,1,2,109,2,2,2,2,2,2,2,2,4,4,4,5,4,2,0,0.0,0
7780,7807,0,1,37,1,2,3476,3,3,3,3,3,4,4,3,3,4,3,3,3,4,2,0.0,1
2894,2905,1,1,46,1,0,859,5,5,5,5,4,3,3,5,5,5,5,2,5,4,0,0.0,1
5486,5506,0,1,31,1,2,1820,2,2,2,2,2,2,2,2,3,3,3,1,3,2,0,1.0,0
8662,8693,0,1,26,0,1,781,2,1,2,3,3,2,3,3,3,5,3,4,4,3,0,0.0,0
5998,6018,1,1,61,1,2,1585,2,2,3,2,1,1,5,3,3,4,3,4,3,4,24,20.0,1
9902,9937,0,0,22,1,2,224,5,0,5,5,4,5,3,4,3,2,5,4,4,4,0,8.0,1
2999,3010,0,1,38,1,0,2133,4,2,2,2,4,4,4,4,4,1,3,3,4,4,8,6.0,0
1024,1030,1,1,63,1,2,3828,0,0,0,1,5,5,4,1,1,1,1,5,1,3,0,0.0,1
616,617,1,1,35,1,2,2454,3,2,2,2,2,2,3,3,3,3,3,1,3,1,1,0.0,0
8053,8082,0,1,29,1,2,738,4,4,4,4,4,4,4,4,5,3,5,3,4,4,13,5.0,1
5255,5275,0,1,56,1,2,1685,3,5,3,3,1,2,5,4,4,4,4,5,4,5,15,18.0,1
8392,8422,0,1,61,0,0,978,3,4,3,2,4,3,4,4,3,3,5,4,5,4,0,0.0,0
3186,3198,0,1,26,1,2,1013,5,5,5,5,5,5,5,5,3,4,5,3,5,5,47,38.0,1
7956,7984,1,1,37,1,2,3336,4,3,1,3,4,4,3,4,4,4,4,3,4,4,32,30.0,0
8017,8045,1,1,26,1,2,2677,3,3,3,3,4,5,4,4,5,5,5,3,5,4,20,0.0,1
2041,2049,0,1,66,1,0,317,4,2,2,2,4,4,4,4,1,3,2,3,1,4,0,0.0,1
6432,6453,0,1,28,1,2,964,5,5,5,5,4,4,4,4,5,5,4,3,5,4,0,8.0,1
6587,6609,1,1,47,1,2,1521,1,1,1,1,4,5,5,5,5,5,5,3,5,3,0,0.0,1
3205,3217,0,1,33,0,0,647,2,4,2,5,1,2,1,1,5,3,5,4,5,1,48,45.0,0
2201,2209,0,1,43,1,2,587,3,3,3,3,4,4,5,5,5,5,5,5,5,5,10,1.0,1
3358,3371,0,1,58,0,0,1185,3,4,3,3,2,3,2,2,4,2,3,2,3,2,13,0.0,0
8668,8699,0,1,55,1,2,453,4,4,4,4,5,5,5,2,2,2,2,4,2,5,0,0.0,1
5468,5488,0,1,51,1,2,1773,2,2,2,2,3,4,5,5,5,5,5,3,5,3,7,8.0,1
1185,1191,1,1,39,1,0,451,2,5,5,5,2,2,2,2,4,2,2,5,4,2,5,1.0,1
8895,8926,0,1,65,0,0,1979,4,4,4,4,4,4,2,4,3,5,3,4,5,4,30,3.0,1
7994,8022,0,1,58,1,2,453,3,3,3,3,4,4,4,5,5,5,5,4,5,5,0,0.0,1
2619,2630,0,1,56,1,0,216,5,5,2,5,5,5,5,5,3,3,2,1,4,5,0,0.0,1
5733,5753,0,1,43,1,0,584,4,5,5,5,4,4,4,4,4,2,4,5,3,4,0,0.0,1
6586,6608,0,1,44,1,0,147,4,4,4,4,4,4,4,4,3,1,5,5,3,4,37,47.0,1
7923,7951,0,1,66,0,0,862,3,5,3,1,5,3,5,5,3,4,5,4,5,5,31,16.0,0
7654,7681,1,1,17,0,0,580,1,4,1,3,4,1,4,4,2,3,3,4,4,4,0,0.0,0
209,209,1,1,22,1,2,760,2,2,2,2,2,2,2,2,4,4,5,3,2,2,0,6.0,1
7628,7655,1,0,27,1,2,1005,2,2,2,5,3,2,3,3,4,5,4,4,4,3,0,0.0,0
6685,6707,1,1,48,0,0,377,3,5,3,4,4,4,5,4,4,3,4,5,4,3,0,3.0,0
6881,6904,1,0,18,1,0,643,2,0,2,3,1,2,1,1,5,3,1,3,4,1,53,46.0,0
7914,7942,0,1,42,1,2,2117,4,4,4,4,3,1,5,3,3,3,3,2,3,1,0,9.0,1
3350,3363,0,1,64,0,0,1671,2,4,2,3,3,2,3,3,1,4,2,5,1,3,0,0.0,0
7836,7863,1,1,11,0,0,239,4,2,4,3,5,4,5,5,1,1,4,4,4,5,22,18.0,0
8908,8939,0,1,49,1,0,728,3,1,2,1,3,3,3,3,3,4,1,2,1,3,5,16.0,0
1289,1295,0,1,57,1,0,787,5,1,3,1,5,5,5,5,2,4,2,5,1,5,0,4.0,1
7571,7598,0,0,35,1,2,2125,3,3,3,3,3,3,3,3,4,3,4,4,5,3,9,0.0,0
5441,5461,1,1,47,0,0,1744,1,1,1,3,4,2,2,3,3,1,5,1,3,1,24,37.0,0
4230,4247,0,0,27,1,2,216,4,4,4,5,4,4,4,4,2,1,4,4,1,4,0,0.0,1
9194,9225,1,1,47,1,2,2176,1,1,1,1,3,3,4,5,5,5,5,4,5,5,0,0.0,1
2078,2086,1,1,55,0,1,1205,2,2,2,3,2,4,4,3,3,2,5,1,3,2,0,0.0,0
4484,4502,1,1,34,1,1,2409,3,1,1,1,3,3,3,4,5,4,3,3,3,3,0,8.0,0
2649,2660,0,0,27,1,0,872,4,4,4,4,3,4,3,3,1,5,4,4,3,3,0,0.0,0
437,438,0,1,53,0,0,562,4,4,4,3,3,4,3,3,5,4,5,5,5,3,0,0.0,0
215,215,0,1,54,1,2,2927,2,2,2,2,3,5,5,4,4,4,4,4,4,3,0,0.0,1
2450,2460,0,1,35,1,2,397,1,0,0,3,1,3,2,3,3,0,3,1,3,2,0,0.0,0
8097,8126,0,1,61,0,0,1197,4,4,4,1,2,4,2,2,4,5,5,2,5,2,0,20.0,0
1572,1579,1,1,37,1,0,123,4,4,5,4,4,4,4,4,4,4,4,3,2,4,7,8.0,1
3830,3844,0,1,12,0,0,201,1,4,1,3,1,1,1,1,5,4,2,3,2,1,0,0.0,0
6805,6828,0,1,25,1,0,1541,0,5,0,2,2,5,2,2,5,1,1,3,2,2,28,22.0,1
8000,8028,1,1,46,1,2,1909,4,2,2,2,2,4,4,4,4,3,4,2,4,4,24,11.0,0
7847,7874,1,1,51,1,2,2139,3,3,3,3,3,4,5,5,5,5,5,4,5,3,11,3.0,1
4772,4791,0,0,27,1,2,237,1,1,1,3,1,1,1,1,1,2,3,3,4,1,12,9.0,0
1060,1066,0,1,40,1,2,3699,2,5,1,1,4,4,4,1,1,1,2,4,1,2,0,0.0,0
79,79,0,1,33,1,2,3233,3,3,4,3,4,4,4,4,3,4,5,4,5,4,37,43.0,1
6829,6852,1,1,42,0,0,386,2,5,2,5,4,2,3,2,2,2,2,5,2,4,0,1.0,0
3338,3351,1,1,32,1,2,1574,4,4,4,4,4,4,4,4,2,2,5,2,2,4,49,41.0,1
5283,5303,0,1,58,1,2,3030,1,3,5,5,3,3,3,1,1,1,1,3,1,3,0,1.0,0
8364,8394,0,1,58,1,2,3114,2,2,2,2,2,5,4,4,4,4,4,3,4,4,0,2.0,1
7647,7674,1,1,13,0,0,362,1,5,1,3,5,1,5,5,5,2,5,5,4,5,26,18.0,0
2093,2101,1,0,20,1,0,812,0,0,0,3,3,0,2,3,4,3,5,5,4,3,0,0.0,1
6296,6317,1,1,51,1,2,1975,0,4,0,4,2,4,5,1,1,1,1,5,1,3,9,0.0,1
5814,5834,1,1,25,0,0,719,3,4,3,4,2,3,1,2,3,4,4,5,4,2,59,55.0,0
4702,4720,1,1,46,0,0,391,4,4,5,3,1,2,3,4,4,5,1,1,4,5,7,0.0,0
1165,1171,0,1,56,1,2,2290,1,1,1,1,3,4,5,4,4,4,4,5,4,3,0,0.0,1
9897,9932,0,1,18,0,0,209,2,5,0,3,3,0,3,3,5,5,3,5,3,3,0,0.0,0
509,510,1,1,23,0,1,1067,2,4,2,3,2,2,2,2,3,3,3,3,4,2,0,0.0,0
6098,6118,1,1,51,1,2,216,4,4,5,4,5,5,5,4,4,4,5,4,4,3,0,0.0,1
6554,6576,0,1,25,1,1,991,1,5,5,5,1,1,4,1,3,2,3,3,4,1,32,22.0,0
4397,4415,0,1,62,0,0,529,3,2,5,3,3,5,3,3,2,4,3,1,4,3,3,0.0,0
2745,2756,1,1,37,1,2,325,4,4,4,4,3,4,5,4,4,4,4,3,4,5,39,37.0,1
1750,1758,0,1,46,1,2,728,3,1,3,3,4,4,4,4,4,4,4,3,4,4,5,3.0,1
5993,6013,0,1,33,1,2,338,1,2,3,2,1,1,1,1,4,3,3,2,3,1,20,12.0,0
9545,9577,0,0,36,1,0,447,3,3,3,4,1,3,1,1,3,1,4,4,4,1,4,0.0,0
146,146,0,1,47,1,0,327,3,3,2,3,3,3,3,3,4,4,4,2,3,3,16,1.0,0
2008,2016,1,1,37,1,2,2435,3,3,3,3,4,4,4,4,4,4,4,4,4,4,0,1.0,1
5874,5894,0,1,42,0,2,646,1,3,1,3,2,3,4,1,1,1,1,4,1,4,0,15.0,0
7951,7979,0,1,24,1,2,1496,4,4,4,4,4,4,4,4,5,2,4,5,5,4,0,0.0,1
1945,1953,1,1,42,0,0,258,4,4,4,1,3,3,2,4,4,4,4,5,4,5,0,0.0,0
9206,9237,0,1,58,1,0,2174,2,5,2,5,2,2,2,2,4,2,4,3,3,2,0,0.0,0
2394,2404,0,1,37,1,2,2276,1,1,1,1,3,3,3,5,4,5,5,3,4,3,0,0.0,1
895,901,0,0,25,1,0,654,2,2,2,3,5,2,5,5,3,2,4,3,4,5,0,0.0,0
1924,1932,0,0,23,1,0,1025,5,5,5,2,1,5,1,1,2,5,1,2,1,1,0,0.0,1
4285,4302,1,0,24,1,2,2586,5,4,5,3,1,4,1,1,4,5,4,3,5,1,0,0.0,1
3989,4005,0,1,26,1,2,1724,2,2,2,2,4,4,4,4,4,3,4,3,5,4,0,0.0,1
9327,9358,1,1,39,1,2,236,0,0,0,3,2,4,4,3,3,3,3,5,3,4,3,0.0,1
2205,2213,1,1,31,0,0,549,3,0,3,1,3,3,4,3,4,3,4,3,4,3,0,0.0,0
7852,7879,0,0,13,1,0,820,4,4,4,3,3,4,3,3,5,2,3,3,4,3,0,0.0,1
2245,2253,1,1,35,1,2,258,1,2,2,2,4,4,3,1,1,1,1,3,1,2,10,10.0,0
3144,3156,0,1,46,1,2,1075,1,4,4,4,5,3,3,1,1,1,1,1,1,3,0,6.0,0
5037,5056,0,1,60,1,2,2596,4,4,4,4,5,4,4,4,4,4,4,5,4,5,2,1.0,1
2702,2713,0,1,19,0,0,946,1,4,1,4,4,1,4,4,3,3,3,4,3,4,3,0.0,0
6607,6629,0,1,62,0,0,195,3,5,0,3,0,3,2,4,5,1,2,2,3,2,125,141.0,0
725,727,0,1,54,1,2,987,1,3,3,3,4,2,2,1,1,1,1,2,1,3,0,0.0,0
391,392,0,1,38,1,2,2586,4,4,4,4,4,3,4,4,4,4,4,5,4,4,5,9.0,1
9961,9996,0,1,42,1,0,134,2,2,2,2,2,2,2,2,3,4,3,2,1,2,143,159.0,0
8406,8436,0,1,46,1,0,413,5,4,4,4,5,5,5,5,1,5,3,4,3,5,0,0.0,1
6779,6802,1,1,61,0,0,550,4,5,5,3,2,4,4,3,3,5,3,5,3,3,0,0.0,1
9052,9083,0,1,46,1,1,551,4,2,4,2,4,4,4,4,3,5,1,4,1,4,0,0.0,1
6054,6074,0,1,33,0,0,666,1,4,1,5,3,1,3,3,4,5,3,1,1,3,0,0.0,0
7966,7994,1,1,28,1,2,2637,1,1,1,1,5,5,5,5,4,4,4,5,4,5,14,61.0,1
8270,8300,1,1,26,1,2,1185,4,4,5,5,4,3,4,4,4,3,4,3,4,4,24,18.0,0
4814,4833,1,1,60,1,2,2109,0,0,0,1,2,4,1,2,2,4,4,2,2,5,0,0.0,1
3289,3302,1,1,33,1,2,3348,4,4,4,4,5,5,1,5,5,5,5,3,5,1,0,0.0,1
1589,1596,0,0,9,1,0,1449,2,2,2,3,2,2,2,2,1,2,1,3,3,2,0,0.0,0
911,917,1,1,29,1,2,2589,3,3,3,3,5,5,5,5,4,2,5,5,5,5,0,0.0,1
923,929,0,1,60,1,2,2884,1,1,1,1,3,5,4,5,5,5,5,3,5,5,1,0.0,1
457,458,1,1,36,0,1,626,2,4,2,3,1,2,5,1,5,3,5,4,4,1,23,22.0,0
7452,7479,0,1,29,1,2,549,5,5,5,5,5,5,5,5,4,4,4,4,4,5,0,0.0,1
728,730,1,1,49,1,0,488,5,1,1,1,4,1,2,5,5,5,5,4,5,2,0,38.0,1
5009,5028,1,0,20,1,0,282,3,4,3,4,2,3,2,2,1,5,3,2,3,2,0,0.0,0
2983,2994,1,0,25,1,1,337,2,4,2,3,2,5,5,1,5,4,3,5,1,5,146,140.0,0
1576,1583,0,1,47,1,2,2055,3,3,3,3,3,5,4,5,5,5,5,3,5,3,0,10.0,1
1822,1830,1,1,30,1,2,462,5,5,5,5,2,2,2,2,5,2,4,3,4,2,24,29.0,1
6217,6237,0,1,36,1,2,1136,3,3,3,3,3,4,4,4,4,4,4,4,4,5,0,10.0,1
954,960,0,1,48,1,2,2817,3,3,3,3,5,5,5,5,5,5,5,5,5,4,0,0.0,1
7149,7174,1,0,37,1,0,234,3,2,4,4,2,4,2,2,1,4,4,4,3,2,0,0.0,0
9724,9757,0,1,31,1,2,1900,2,3,3,3,2,2,2,2,4,4,4,3,4,2,0,0.0,0
8943,8974,0,1,9,1,2,2504,3,1,1,1,3,3,3,3,3,3,4,1,3,3,0,0.0,0
3706,3719,0,1,18,0,0,919,5,3,4,3,1,4,1,1,4,1,4,3,4,1,0,0.0,1
8947,8978,0,1,68,0,0,1476,3,5,3,5,5,3,5,5,4,2,4,4,5,5,13,13.0,0
1930,1938,1,1,62,1,2,1114,4,4,4,4,5,4,1,5,5,5,5,5,5,4,0,0.0,1
9250,9281,0,1,44,0,2,305,1,5,1,2,3,4,5,1,1,1,1,4,1,3,0,0.0,0
9766,9801,1,0,30,1,2,1590,3,3,3,4,5,3,5,5,4,3,3,1,4,5,3,23.0,0
2835,2846,0,1,66,0,0,2239,5,2,5,3,1,5,1,1,4,3,3,2,3,1,0,0.0,1
9916,9951,1,0,22,1,0,223,3,3,3,4,4,3,3,4,1,2,3,3,4,4,22,14.0,0
8047,8076,0,1,32,1,2,1750,1,5,4,5,1,1,1,1,1,1,2,4,3,1,0,0.0,0
8535,8565,1,1,60,1,2,2801,0,0,0,4,3,3,3,3,2,5,5,3,4,3,185,183.0,1
1768,1776,0,1,39,1,0,226,3,3,3,3,3,3,3,3,1,4,4,3,4,3,4,0.0,0
5484,5504,0,0,22,1,0,173,4,1,3,4,2,3,2,2,3,3,3,3,3,2,4,0.0,0
8484,8514,0,1,35,1,2,3454,1,1,1,1,5,4,3,5,5,5,5,5,5,3,0,0.0,1
689,690,1,1,55,1,2,3484,5,5,2,5,2,4,5,4,4,4,4,4,4,5,36,25.0,1
3627,3640,0,0,9,1,0,551,5,0,5,3,1,5,1,1,4,2,4,5,4,1,0,0.0,1
7324,7349,0,1,8,0,0,772,3,3,3,2,5,3,5,5,3,2,3,3,2,5,0,0.0,0
5650,5670,1,0,32,1,0,759,2,2,2,3,3,2,5,3,2,2,3,3,4,3,48,61.0,0
4555,4573,0,1,47,0,0,220,1,3,1,1,3,1,3,3,5,3,3,5,1,3,15,12.0,0
4167,4184,1,1,42,1,1,259,4,2,2,2,3,3,4,4,4,4,4,1,4,1,0,4.0,0
4875,4894,0,1,36,1,2,1570,3,3,3,3,5,3,2,5,5,5,5,2,5,4,0,0.0,1
5135,5155,0,1,51,1,0,570,1,3,5,5,2,1,2,2,1,5,4,2,4,2,0,0.0,0
5592,5612,0,1,52,1,2,1464,2,2,2,2,2,5,5,2,2,3,2,4,2,4,0,0.0,1
5184,5204,1,0,52,1,2,591,4,3,3,1,4,4,4,4,5,4,4,3,5,4,0,6.0,0
9483,9514,1,1,11,0,1,311,3,4,5,1,5,5,1,5,5,2,4,4,4,5,32,75.0,0
9460,9491,1,1,36,1,0,376,4,5,3,5,4,4,4,4,3,2,3,1,4,4,73,66.0,1
7357,7383,1,1,50,1,0,1587,3,3,3,3,5,3,4,3,3,3,3,3,3,1,0,0.0,0
2973,2984,1,1,38,1,2,1068,3,5,5,5,2,4,4,3,3,3,3,1,3,4,0,0.0,0
4337,4354,1,1,11,1,2,888,2,2,2,2,5,5,5,5,4,4,4,5,4,5,2,0.0,1
851,856,0,0,52,1,0,631,3,2,3,3,2,3,5,2,1,1,3,3,3,2,0,0.0,0
7916,7944,1,1,48,1,2,3336,4,4,4,4,3,4,4,5,5,5,5,3,5,4,0,0.0,1
1091,1097,1,0,50,1,2,201,4,4,4,5,3,4,3,3,5,4,4,3,4,3,0,0.0,1
3262,3275,1,1,18,1,2,3277,4,4,2,4,4,4,4,4,4,3,4,4,3,4,26,15.0,0
961,967,0,0,26,1,2,1005,2,2,2,4,2,2,2,2,5,3,4,5,4,2,0,0.0,0
8608,8638,1,1,28,0,0,550,3,4,3,4,5,3,5,5,2,4,4,3,4,5,0,0.0,0
2418,2428,1,0,21,1,0,368,4,1,4,3,3,4,3,3,3,1,4,2,4,3,24,15.0,0
1868,1876,0,1,49,1,2,594,2,2,3,2,5,5,4,5,5,5,5,4,5,4,0,1.0,1
8640,8671,1,1,30,1,1,343,4,3,3,3,4,4,4,4,1,2,4,4,3,4,11,12.0,0
4467,4485,0,0,22,1,2,550,4,3,4,2,2,4,2,2,5,4,5,3,5,2,0,0.0,1
2951,2962,1,0,36,1,1,308,2,1,1,4,1,1,1,1,4,3,4,3,4,1,0,0.0,0
161,161,0,1,50,1,2,3701,4,4,4,4,3,5,4,4,4,4,4,4,4,5,0,0.0,1
5819,5839,1,1,33,0,0,1197,4,4,5,5,3,5,4,3,3,3,5,5,4,3,38,20.0,0
6498,6520,0,1,44,0,0,147,4,5,0,1,2,0,5,2,5,4,2,4,1,2,0,0.0,0
4265,4282,1,1,59,0,0,773,4,4,4,4,4,5,4,5,5,4,5,4,5,5,21,23.0,0
1172,1178,0,1,24,1,2,2106,3,4,4,4,3,3,3,3,2,4,3,1,3,3,8,24.0,0
1797,1805,1,1,42,1,2,447,3,3,3,3,4,5,5,4,4,4,4,3,4,3,0,0.0,1
4464,4482,1,0,44,1,0,214,3,0,4,3,1,4,1,1,3,4,4,2,3,1,28,13.0,0
5686,5706,1,1,60,0,0,2614,4,2,4,4,4,2,2,1,4,4,3,2,1,2,0,11.0,0
9205,9236,1,1,28,1,0,547,3,5,2,5,3,2,3,3,4,1,4,2,3,3,0,0.0,0
5563,5583,0,0,39,1,0,813,3,3,3,4,4,3,2,4,4,4,4,4,4,4,0,0.0,0
7,7,1,1,57,1,2,3893,5,5,5,5,5,4,4,4,4,4,4,5,4,5,58,64.0,1
536,537,1,1,30,1,2,3152,5,5,5,5,5,5,5,5,4,4,5,4,4,5,0,0.0,1
1912,1920,1,1,50,0,0,382,3,4,3,1,3,5,4,1,1,3,1,4,1,3,34,14.0,0
8997,9028,0,1,44,1,2,1011,5,5,5,5,3,4,4,5,5,5,5,3,5,4,5,20.0,1
2354,2363,0,1,28,1,0,944,0,0,0,2,3,0,3,3,2,4,2,2,2,3,10,3.0,1
8795,8826,0,1,16,0,0,964,2,4,2,3,2,2,2,2,5,3,5,5,5,2,0,0.0,0
7068,7092,1,1,43,1,2,2232,2,2,2,2,4,4,4,5,5,5,5,4,5,5,0,0.0,1
5822,5842,1,1,29,1,2,1587,3,1,4,4,3,3,3,3,2,2,2,2,3,3,11,3.0,0
8077,8106,1,1,53,1,2,468,4,3,3,3,2,2,3,4,4,3,4,1,4,1,92,84.0,0
4744,4762,0,1,28,1,2,1609,2,2,2,2,2,2,2,2,5,5,5,5,4,2,11,0.0,1
2263,2272,0,1,43,1,2,1514,4,2,2,2,4,3,3,4,4,4,4,3,4,1,51,49.0,0
9768,9803,1,1,23,0,0,1590,3,4,3,3,1,3,1,1,5,2,3,5,5,1,3,13.0,0
481,482,0,1,11,0,0,1471,2,4,2,3,3,2,4,3,5,4,4,3,5,3,0,0.0,0
8629,8660,1,1,34,0,0,1205,3,4,3,3,5,3,5,5,4,5,3,3,4,5,3,0.0,0
2123,2131,1,1,41,1,2,1973,1,1,1,1,4,4,5,2,2,2,2,5,2,3,0,0.0,1
1756,1764,0,1,42,1,2,3821,1,5,5,5,4,3,4,1,1,1,1,2,1,1,0,12.0,0
6828,6851,1,1,21,0,1,1436,1,2,1,3,4,1,4,4,2,4,2,4,4,4,92,98.0,0
2819,2830,1,1,28,1,2,3016,1,1,1,1,4,4,4,4,3,3,5,3,5,4,36,41.0,1
9418,9449,0,1,18,0,0,73,3,1,3,3,4,3,4,4,4,2,3,4,3,4,0,0.0,0
8115,8144,0,0,24,1,0,586,2,5,2,1,3,2,3,3,1,2,1,3,5,3,20,7.0,0
2624,2635,0,1,24,1,2,2323,2,2,2,2,4,5,4,4,3,5,4,5,4,4,0,0.0,1
6970,6994,0,1,50,1,0,109,4,1,1,1,4,4,4,4,2,4,1,5,4,4,0,0.0,1
6772,6795,1,1,57,0,1,431,4,5,4,4,3,5,4,1,1,4,1,3,1,5,0,0.0,0
3570,3583,0,1,29,1,2,2029,2,2,2,2,4,4,4,4,4,5,4,5,5,4,53,50.0,1
8205,8234,1,1,55,0,0,239,1,4,1,3,2,4,4,3,3,1,3,2,3,1,31,11.0,0
